algorithm,n_rows,n_clusters,noise_points,noise_ratio,top_cluster_size,silhouette_score,davies_bouldin_index,parameters
Hierarchical,168097,50,0,0.0%,38932,0.4471,0.7269,"n_clusters=50, linkage=complete"
